gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
TP53RK;0,00;1,21;1,78;-0,71
TP53TG5;0,00;1,00;0,84;0,64
TP63;1,00;0,73;0,30;3,52
TP73;0,29;0,90;0,58;1,65
TPBG;0,00;1,26;1,06;-1,54
TPBGL;NA;1,99;NA;-6,31
TPCN1;0,00;0,77;0,58;3,30
TPCN2;0,00;1,06;0,98;-0,07
TPD52;0,01;0,97;0,83;0,76
TPD52L1;0,00;0,86;0,98;1,39
TPD52L2;0,00;1,02;1,14;0,47
TPD52L3;0,00;1,38;1,80;-1,08
TPGS1;0,00;1,90;1,99;-4,69
TPGS2;0,00;1,00;1,09;0,62
TPH1;0,00;0,94;0,92;1,08
TPH2;0,72;0,91;0,55;1,44
TPI1;0,87;0,83;0,56;1,68
TPK1;0,00;1,09;1,34;0,13
TPM1;0,00;0,50;0,76;3,95
TPM2;0,00;0,59;0,87;3,31
TPM3;0,97;0,58;0,51;3,25
TPM4;0,01;0,95;0,80;0,90
TPMT;0,00;1,03;0,82;0,45
TPO;0,00;1,02;0,97;0,33
TPP1;0,00;0,96;0,78;1,04
TPP2;1,00;0,70;0,29;4,58
TPPP;0,44;0,98;0,76;0,76
TPPP2;0,02;1,05;1,04;0,34
TPPP3;0,08;0,85;0,95;1,42
TPR;1,00;0,82;0,20;4,00
TPRA1;0,00;0,97;0,94;0,83
TPRG1;0,00;1,03;1,30;0,40
TPRG1L;0,00;1,16;1,30;-0,39
TPRKB;0,31;1,32;0,94;-0,66
TPRN;0,00;1,37;1,10;-3,19
TPSAB1;0,00;1,24;1,90;-0,37
TPSB2;0,00;1,37;1,80;-0,67
TPSD1;0,00;1,50;1,75;-2,44
TPSG1;0,00;1,60;1,98;-3,54
TPST1;0,00;0,82;0,83;1,95
TPST2;0,00;0,95;0,96;1,01
TPT1;0,96;0,70;0,52;2,12
TPTE;0,00;0,96;1,39;0,92
TPX2;1,00;0,92;0,29;1,49
TRA2A;0,00;0,84;0,98;1,63
TRA2B;0,96;0,45;0,53;4,21
TRABD;0,00;0,98;0,93;0,78
TRABD2A;0,00;1,06;1,27;0,09
TRABD2B;0,11;0,95;0,71;1,01
TRADD;0,00;1,04;0,89;0,36
TRAF1;0,00;0,95;0,75;1,02
TRAF2;1,00;0,86;0,22;1,93
TRAF3;1,00;0,61;0,32;4,42
TRAF3IP1;0,00;1,00;0,72;0,62
TRAF3IP2;0,00;0,83;0,77;2,14
TRAF3IP3;0,00;0,96;0,86;0,92
TRAF4;1,00;0,77;0,34;2,64
TRAF5;0,00;0,85;0,94;2,02
TRAF6;1,00;0,62;0,36;4,03
TRAF7;0,00;0,80;0,68;2,79
TRAFD1;0,00;0,90;0,75;1,58
TRAIP;0,00;0,85;0,74;1,87
TRAK1;1,00;0,90;0,46;1,83
TRAK2;0,00;0,94;0,89;1,32
TRAM1;0,93;0,86;0,53;1,59
TRAM1L1;0,45;1,05;1,64;0,25
TRAM2;1,00;0,82;0,35;2,01
TRANK1;0,00;0,90;0,79;2,74
TRAP1;0,00;1,36;1,34;-3,38
TRAPPC1;0,02;0,95;0,93;0,86
TRAPPC10;1,00;0,87;0,27;2,28
TRAPPC11;0,00;0,95;0,82;1,17
TRAPPC12;0,00;1,16;1,19;-1,14
TRAPPC13;0,00;0,91;1,11;1,23
TRAPPC14;0,02;0,95;0,65;1,06
TRAPPC2B;0,05;1,10;1,30;0,18
TRAPPC3;0,85;0,94;0,63;0,89
TRAPPC3L;0,00;1,08;1,48;0,21
TRAPPC4;0,00;0,96;1,69;0,83
TRAPPC5;0,03;1,03;1,53;0,44
TRAPPC6A;0,00;1,20;1,88;-0,38
TRAPPC6B;0,01;1,34;1,84;-0,32
TRAPPC8;1,00;0,91;0,42;1,89
TRAPPC9;0,00;0,88;0,79;2,22
TRARG1;0,00;1,11;1,81;0,00
TRAT1;0,00;1,14;1,73;-0,06
TRDMT1;0,00;1,26;1,44;-1,10
TRDN;0,00;1,23;1,36;-1,07
TREH;0,00;1,14;1,19;-0,67
TREM1;0,00;1,05;1,03;0,32
TREM2;0,00;0,97;1,21;0,76
TREML2;0,00;0,97;1,36;0,80
TREML4;0,00;1,21;1,32;-0,54
TREX1;0,00;1,04;1,27;0,31
TRH;0,00;1,10;1,84;-0,04
TRHDE;0,00;0,92;0,80;1,48
TRHR;0,03;0,95;0,75;0,96
TRIAP1;0,00;1,03;1,70;0,51
TRIB1;0,02;1,12;0,85;-0,29
TRIB2;1,00;0,71;0,22;2,78
TRIB3;0,00;1,03;1,67;0,37
TRIL;0,00;1,19;1,03;-1,49
TRIM10;0,00;1,02;1,29;0,42
TRIM11;0,00;0,94;0,89;1,11
TRIM13;0,01;0,88;0,82;1,56
TRIM14;0,00;1,22;1,06;-1,20
TRIM15;0,00;1,09;1,34;-0,17
TRIM16;0,00;0,90;0,91;1,51
TRIM17;0,00;0,99;1,02;0,73
TRIM2;1,00;0,70;0,40;3,95
TRIM21;0,00;1,13;1,26;-0,56
TRIM22;0,00;1,10;0,87;-0,14
TRIM23;0,87;0,73;0,52;3,09
TRIM24;1,00;0,79;0,30;3,12
TRIM25;0,00;0,95;0,92;1,11
TRIM26;0,90;0,70;0,54;3,33
TRIM27;1,00;0,65;0,34;3,78
TRIM28;1,00;0,92;0,17;1,56
TRIM29;0,00;1,01;1,15;0,47
TRIM3;1,00;0,73;0,31;3,65
TRIM31;0,00;0,94;0,95;1,06
TRIM32;0,01;0,89;0,73;1,75
TRIM33;1,00;0,81;0,23;2,75
TRIM34;0,00;1,00;1,35;0,65
TRIM35;0,00;0,98;0,97;0,82
TRIM36;0,00;1,09;0,75;-0,27
TRIM37;0,00;0,91;0,79;1,76
TRIM38;0,00;1,00;1,20;0,57
TRIM4;0,00;1,04;1,35;0,30
TRIM40;0,00;0,99;1,37;0,69
TRIM41;0,99;1,00;0,48;0,64
TRIM42;0,00;0,95;1,08;1,14
TRIM43;0,13;0,75;0,72;2,02
TRIM44;0,85;1,02;0,56;0,44
TRIM45;0,00;0,95;1,15;1,11
TRIM46;1,00;0,69;0,35;4,19
TRIM47;0,00;1,17;1,35;-1,03
TRIM48;0,00;1,52;1,58;-2,11
TRIM49;0,28;0,69;0,97;2,39
TRIM49B;0,00;1,01;0,95;0,55
TRIM49C;0,65;0,57;0,82;3,08
TRIM5;0,00;1,06;1,03;0,07
TRIM50;0,00;1,08;1,07;-0,08
TRIM51;0,00;1,19;1,17;-0,93
TRIM54;0,00;1,07;1,24;0,09
TRIM55;0,00;1,04;1,02;0,26
TRIM56;0,01;0,99;0,97;0,66
TRIM58;0,00;1,29;1,89;-1,78
TRIM59;0,12;1,05;0,68;0,23
TRIM6;0,00;1,09;1,02;-0,19
TRIM60;0,31;0,99;1,87;0,69
TRIM61;0,72;0,28;0,87;2,80
TRIM62;0,00;0,92;1,33;1,31
TRIM63;0,00;1,09;1,33;-0,08
TRIM64C;0,00;1,01;1,12;0,56
TRIM65;0,00;1,31;1,95;-1,97
TRIM66;0,00;0,98;0,74;0,86
TRIM67;0,00;1,06;0,85;-0,10
TRIM68;0,00;1,06;1,05;0,06
TRIM69;0,00;1,06;0,98;0,13
TRIM7;0,00;1,36;1,49;-2,37
TRIM71;1,00;0,90;0,28;1,87
TRIM72;0,00;1,35;1,64;-2,25
TRIM74;0,23;0,38;1,46;2,05
TRIM77;0,00;0,93;1,14;1,17
TRIM8;1,00;0,80;0,29;2,51
TRIM9;1,00;0,79;0,41;3,04
TRIML1;0,00;1,08;1,43;-0,07
TRIML2;0,00;1,05;1,17;0,21
TRIO;1,00;0,82;0,22;4,69
TRIOBP;0,00;0,97;0,87;1,28
TRIP10;0,00;0,95;0,81;1,09
TRIP11;0,00;0,92;0,73;2,03
TRIP12;1,00;0,68;0,15;6,37
TRIP13;0,19;0,75;0,59;2,67
TRIP4;0,00;1,02;0,80;0,46
TRIP6;0,00;1,11;0,90;-0,35
TRIQK;0,36;1,35;1,82;0,14
TRIR;0,29;1,11;0,88;0,07
TRIT1;0,00;0,93;1,01;1,18
TRMO;0,00;1,05;0,96;0,23
TRMT1;0,00;0,98;0,97;0,78
TRMT10A;0,00;1,00;1,18;0,60
TRMT10B;0,00;1,05;0,97;0,28
TRMT10C;0,02;0,98;0,76;0,78
TRMT11;0,00;1,05;1,08;0,29
TRMT112;0,01;1,35;1,12;-0,85
TRMT12;0,64;0,90;0,84;1,42
TRMT1L;0,31;0,86;0,57;1,98
TRMT2A;0,00;1,10;1,36;-0,43
TRMT44;0,00;1,17;1,19;-1,23
TRMT5;0,00;0,98;0,97;0,80
TRMT6;0,00;0,98;0,79;0,78
TRMT61A;0,00;0,95;1,18;0,96
TRMT61B;0,00;1,15;1,34;-0,57
TRMT9B;0,00;1,71;1,86;-5,40
TRMU;0,00;1,12;1,28;-0,37
TRNAU1AP;0,00;0,85;0,94;1,62
TRNP1;0,00;1,94;1,98;-3,91
TRNT1;0,00;1,27;1,23;-1,42
TROAP;0,00;0,91;0,91;1,67
TRPA1;0,00;0,96;1,06;1,09
TRPC1;0,00;0,77;0,64;3,16
TRPC3;0,00;0,79;0,75;3,11
TRPC4;0,00;0,79;0,61;3,15
TRPC4AP;0,02;0,91;0,56;1,63
TRPC6;0,00;0,89;0,71;1,91
TRPC7;0,00;0,88;0,60;2,10
TRPM1;0,00;0,95;0,84;1,38
TRPM2;0,00;1,04;1,05;0,00
TRPM3;0,90;0,81;0,48;3,84
TRPM4;0,00;1,05;1,08;-0,10
TRPM6;0,02;0,86;0,49;3,10
TRPM7;0,00;0,87;0,68;2,62
TRPM8;0,00;0,93;0,95;1,51
TRPS1;1,00;0,86;0,11;2,60
TRPT1;0,00;1,09;1,23;0,03
TRPV1;0,00;1,05;1,26;0,04
TRPV2;0,00;0,86;0,79;2,22
TRPV3;0,00;1,05;1,24;-0,01
TRPV4;0,00;0,76;0,82;3,57
TRPV5;0,00;1,01;1,01;0,55
TRPV6;0,00;0,82;0,64;2,69
TRRAP;1,00;0,62;0,12;10,53
TRUB1;0,00;1,03;1,01;0,45
TRUB2;0,00;1,07;1,24;0,07
TSACC;0,15;1,04;1,01;0,43
TSC1;1,00;0,78;0,23;3,71
TSC2;1,00;1,02;0,20;0,17
TSC22D1;1,00;1,09;0,20;-0,59
TSC22D4;0,94;1,01;0,54;0,55
TSEN15;0,03;1,03;1,12;0,50
TSEN2;0,00;1,12;1,21;-0,37
TSEN34;0,00;1,25;1,16;-1,16
TSEN54;0,00;1,23;1,26;-1,45
TSFM;0,00;1,07;1,20;0,09
TSG101;0,12;0,81;0,65;2,06
TSGA10;0,01;0,85;0,60;2,05
TSGA13;0,00;1,09;1,35;0,05
TSHB;0,00;1,15;1,53;-0,09
TSHR;0,00;0,94;1,01;1,32
TSHZ1;1,00;0,93;0,29;1,53
TSHZ2;1,00;0,98;0,41;0,92
TSHZ3;1,00;0,89;0,26;2,10
TSKS;0,16;1,08;0,59;-0,14
TSKU;0,17;0,92;0,91;1,23
TSLP;0,00;1,24;1,43;-0,55
TSN;1,00;0,61;0,31;2,78
TSNARE1;0,00;1,16;1,03;-0,90
TSNAX;0,46;0,80;0,65;1,85
TSNAXIP1;0,00;1,00;1,23;0,57
TSPAN1;0,00;0,99;1,14;0,65
TSPAN11;0,00;0,93;1,12;1,06
TSPAN12;0,14;0,90;0,66;1,26
TSPAN13;0,00;0,87;1,14;1,28
TSPAN15;0,00;0,92;0,91;1,09
TSPAN16;0,00;0,97;1,18;0,81
TSPAN17;0,00;0,93;1,10;1,13
TSPAN18;0,02;0,88;0,78;1,35
TSPAN19;0,00;1,32;1,91;-0,35
TSPAN2;0,00;1,14;1,20;-0,20
TSPAN3;0,41;0,92;0,71;1,02
TSPAN31;0,00;0,90;0,92;1,17
TSPAN32;0,00;1,41;1,65;-1,93
TSPAN33;0,00;0,84;0,89;1,58
TSPAN4;0,00;1,12;1,62;-0,12
TSPAN5;1,00;0,64;0,42;2,87
TSPAN8;0,00;1,05;0,91;0,31
TSPAN9;0,00;0,97;0,84;0,80
TSPEAR;0,00;1,13;1,16;-0,74
TSPO;0,00;1,32;1,87;-0,94
TSPO2;0,00;1,10;1,64;0,11
TSPOAP1;0,00;0,94;0,57;1,71
TSPYL1;0,00;1,05;1,06;0,18
TSPYL4;0,00;1,26;1,64;-0,97
TSPYL5;NA;1,38;NA;-1,50
TSPYL6;0,39;1,32;1,76;-2,07
TSR1;0,00;1,01;1,05;0,45
TSR3;0,00;1,36;1,65;-1,94
TSSC4;0,06;1,27;1,91;-1,32
TSSK1B;0,03;1,01;1,46;0,52
TSSK2;0,08;0,92;0,81;1,21
TSSK3;0,00;1,06;1,22;0,23
TSSK4;0,00;0,82;1,02;1,89
TSSK6;0,00;0,94;1,91;1,03
TST;0,00;1,06;1,48;0,16
TSTD1;0,10;1,16;0,92;-0,05
TSTD2;0,00;0,99;1,02;0,69
TSTD3;0,02;1,42;1,87;-0,30
TTBK1;0,97;0,96;0,49;1,19
TTBK2;1,00;0,91;0,33;1,94
TTC1;0,00;1,09;1,10;0,05
TTC12;0,00;1,00;0,93;0,60
TTC13;0,00;0,85;0,68;2,01
TTC14;0,00;1,03;1,00;0,31
TTC16;0,00;0,99;1,00;0,68
TTC17;0,97;0,93;0,48;1,54
TTC19;0,00;1,15;1,05;-0,48
TTC21A;0,00;0,89;0,91;2,28
TTC21B;0,00;1,00;0,83;0,60
TTC22;0,00;1,23;1,38;-1,46
TTC23;0,00;0,99;1,27;0,68
TTC24;0,00;1,01;1,09;0,54
TTC26;0,00;0,86;0,79;1,77
TTC27;0,00;1,10;0,77;-0,47
TTC29;0,00;1,10;0,89;-0,18
TTC30A;0,00;0,96;1,13;1,00
TTC30B;0,00;0,96;0,95;1,02
TTC31;0,00;1,07;1,21;-0,07
TTC32;0,00;1,14;1,66;-0,02
TTC33;0,00;1,00;1,13;0,60
TTC36;0,00;1,50;1,80;-1,92
TTC37;0,00;0,93;0,78;1,76
TTC38;0,00;0,99;1,24;0,68
TTC39A;0,00;0,83;0,75;2,19
TTC39C;0,78;0,89;0,54;1,56
TTC4;0,00;0,96;0,85;0,94
TTC5;0,00;1,02;1,03;0,49
TTC7A;0,00;1,24;1,20;-2,21
TTC7B;1,00;0,85;0,40;2,30
TTC8;0,00;1,00;0,80;0,60
TTC9;0,00;1,18;0,93;-0,39
TTC9B;0,00;1,20;1,08;-0,55
TTC9C;0,00;1,21;0,97;-0,44
TTF1;0,00;0,96;1,02;1,10
TTF2;0,00;0,96;0,86;1,15
TTI1;0,00;0,92;0,78;1,60
TTI2;0,00;0,96;0,76;0,95
TTK;0,00;0,99;0,67;0,75
TTL;1,00;0,85;0,42;1,78
TTLL1;0,00;0,95;0,89;1,04
TTLL10;0,00;1,17;1,24;-1,14
TTLL11;0,00;0,96;1,04;1,03
TTLL12;0,00;1,21;1,29;-1,60
TTLL2;0,00;1,01;1,84;0,46
TTLL4;0,00;0,91;0,75;1,88
TTLL5;0,00;0,98;0,89;0,90
TTLL6;0,00;0,95;0,88;1,18
TTLL7;0,00;0,78;0,56;3,03
TTN;0,00;0,92;0,48;7,05
TTPA;0,00;1,11;1,28;-0,11
TTPAL;0,00;0,89;1,01;1,35
TTR;0,01;0,80;1,05;1,55
TTYH1;0,00;1,08;0,85;-0,04
TTYH2;0,00;0,94;0,90;1,21
TTYH3;0,01;1,33;0,68;-2,26
TUB;0,00;1,01;0,75;0,50
TUBA1A;1,00;0,05;0,37;8,75
TUBA1B;1,00;0,11;0,13;8,20
TUBA1C;0,06;0,61;0,69;3,99
TUBA3C;0,00;0,69;0,92;3,35
TUBA3D;0,00;0,65;0,97;3,59
TUBA3E;0,00;0,87;0,88;1,67
TUBA4A;0,00;0,50;0,95;5,00
TUBA4B;0,06;0,88;1,11;1,13
TUBA8;0,00;0,92;1,12;1,28
TUBAL3;0,00;1,14;1,46;-0,30
TUBB;1,00;0,10;0,18;8,35
TUBB1;0,00;0,97;1,59;0,88
TUBB2A;0,99;0,21;0,45;6,03
TUBB2B;1,00;0,15;0,34;6,97
TUBB3;0,04;0,44;0,69;5,67
TUBB4A;0,60;0,50;0,60;5,13
TUBB4B;1,00;0,32;0,38;6,58
TUBB6;0,01;0,79;0,83;2,52
TUBB8;0,00;0,61;1,29;3,48
TUBD1;0,00;0,93;0,95;1,21
TUBE1;0,00;1,05;0,87;0,25
TUBG1;0,32;0,40;0,58;5,86
TUBG2;0,00;0,64;0,90;3,69
TUBGCP2;0,00;0,95;0,76;1,19
TUBGCP3;0,67;0,82;0,51;2,68
TUBGCP4;0,00;0,76;0,71;2,97
TUBGCP5;0,00;0,94;0,84;1,37
TUBGCP6;0,00;1,09;1,07;-1,01
TUFM;0,00;0,83;0,70;2,13
TUFT1;0,00;1,03;0,99;0,39
TULP1;0,00;1,11;1,02;-0,39
TULP2;0,00;1,00;1,29;0,59
TULP3;0,00;1,01;1,06;0,55
TULP4;1,00;0,92;0,20;1,94
TUSC1;0,00;1,99;1,97;-5,19
TUSC2;0,01;1,20;1,37;-0,15
TUSC3;0,00;1,24;1,31;-1,13
TUT1;0,00;0,97;0,80;1,02
TUT4;1,00;0,77;0,24;4,10
TUT7;1,00;0,78;0,27;3,67
TVP23A;0,00;1,21;0,95;-0,54
TVP23B;0,91;0,74;0,57;1,87
TVP23C;0,00;0,89;1,03;1,19
TWF1;0,85;0,82;0,60;1,61
TWF2;0,95;0,97;0,53;0,85
TWIST1;0,01;1,17;1,45;-0,22
TWIST2;0,79;1,08;0,71;0,23
TWNK;0,00;0,82;0,76;2,59
TWSG1;0,00;0,93;0,96;1,05
TXK;0,00;0,95;0,84;1,03
TXLNA;1,00;0,87;0,30;1,81
TXLNB;0,00;1,06;0,85;-0,03
TXN;0,06;0,74;1,47;1,31
TXN2;0,00;0,89;1,36;1,15
TXNDC11;0,00;1,21;1,20;-1,85
TXNDC12;0,01;1,13;1,91;0,25
TXNDC15;0,00;0,90;0,98;1,37
TXNDC16;0,00;1,06;1,25;0,00
TXNDC17;0,00;1,17;1,38;-0,04
TXNDC2;0,01;0,95;1,90;1,07
TXNDC5;0,00;1,21;1,07;-1,08
TXNDC8;0,00;1,24;1,75;-0,24
TXNDC9;0,96;0,87;0,52;1,27
TXNIP;0,00;1,16;0,71;-0,65
TXNL1;0,20;0,81;0,68;1,82
TXNL4A;0,00;0,50;1,85;2,82
TXNL4B;0,00;1,34;1,54;-0,89
TXNRD1;0,00;0,98;1,01;0,83
TXNRD2;0,00;0,99;1,18;0,74
TXNRD3;0,00;0,98;1,05;0,81
TYK2;0,00;0,90;0,63;2,04
TYMP;0,00;1,46;1,52;-3,44
TYMS;0,00;0,85;0,88;1,57
TYR;0,00;1,16;1,35;-0,85
TYRO3;0,05;0,80;0,57;2,95
TYROBP;0,00;1,17;1,27;-0,11
TYRP1;0,00;1,29;1,40;-2,09
TYSND1;0,00;1,29;1,42;-1,99
TYW1;0,00;0,80;0,62;2,73
TYW1B;0,00;0,83;1,02;2,27
TYW3;0,00;1,11;1,65;-0,03
TYW5;0,00;1,02;1,17;0,47
U2AF1L4;0,00;1,11;1,31;0,01
U2AF2;1,00;0,36;0,21;6,42
U2SURP;1,00;0,63;0,07;4,66
UACA;0,00;0,99;0,83;0,69
UAP1L1;0,00;1,10;1,50;-0,27
UBA2;1,00;0,67;0,26;3,52
UBA3;1,00;0,97;0,46;0,83
UBA5;0,00;0,90;0,84;1,29
UBA52;1,00;0,59;0,29;2,44
UBA6;0,00;0,99;0,87;0,67
UBA7;0,00;0,88;0,88;2,17
UBAC1;0,00;1,05;0,86;0,20
UBAC2;0,00;0,82;0,86;1,78
UBALD1;0,16;1,29;1,01;-0,74
UBALD2;0,00;1,09;1,85;0,23
UBAP1;1,00;0,84;0,29;1,98
UBAP1L;0,00;1,20;1,55;-0,84
UBAP2;0,00;1,00;0,63;0,57
UBAP2L;1,00;0,73;0,16;4,15
UBASH3A;0,00;1,03;1,04;0,29
UBASH3B;0,02;0,84;0,58;2,24
UBB;0,00;0,32;1,50;4,60
UBC;0,99;0,53;0,49;4,81
UBD;0,36;0,95;1,48;0,88
UBE2B;0,06;0,55;0,93;2,32
UBE2C;0,00;0,95;1,07;0,85
UBE2D1;0,70;0,64;0,74;1,77
UBE2D2;1,00;0,29;0,24;3,66
UBE2D3;1,00;0,21;0,22;3,70
UBE2D4;0,00;0,83;1,06;1,36
UBE2E1;0,96;0,66;0,52;2,47
UBE2E2;0,98;0,79;0,49;1,71
UBE2E3;0,99;0,41;0,42;3,33
UBE2F;1,00;0,66;0,15;2,21
UBE2G1;0,87;0,54;0,60;2,82
UBE2G2;0,07;0,83;0,82;1,45
UBE2H;1,00;0,35;0,24;3,91
UBE2I;1,00;0,38;0,28;3,62
UBE2J1;0,16;0,82;0,66;1,81
UBE2J2;1,00;0,69;0,31;2,48
UBE2K;0,71;0,40;0,73;2,63
UBE2L3;1,00;0,29;0,30;3,81
UBE2L5;0,54;0,78;0,85;1,63
UBE2L6;0,01;1,07;1,10;0,25
UBE2M;1,00;0,54;0,27;2,99
UBE2N;1,00;0,41;0,19;3,25
UBE2O;1,00;0,77;0,19;3,91
UBE2Q1;1,00;0,57;0,21;3,95
UBE2Q2;0,00;1,03;1,26;0,39
UBE2QL1;0,28;0,56;0,89;2,78
UBE2R2;1,00;0,40;0,19;4,17
UBE2S;0,68;0,71;0,75;2,17
UBE2T;0,08;0,88;0,84;1,21
UBE2U;0,00;0,98;1,32;0,69
UBE2V1;0,00;0,70;1,13;1,98
UBE2V2;0,04;1,03;1,20;0,51
UBE2W;0,00;0,62;1,35;2,04
UBE2Z;0,92;0,90;0,56;1,34
UBE3A;1,00;0,46;0,14;6,95
UBE3B;0,00;0,88;0,68;2,15
UBE3C;1,00;0,81;0,43;3,05
UBE3D;0,00;0,96;1,15;0,87
UBE4A;0,90;0,83;0,50;2,79
UBE4B;1,00;0,71;0,24;4,88
UBFD1;0,72;0,94;0,59;1,00
UBIAD1;0,01;0,82;0,92;1,95
UBL3;0,62;0,88;0,69;1,11
UBL4B;0,41;1,00;1,72;0,60
UBL5;0,00;0,74;1,66;1,46
UBL7;0,00;0,90;0,75;1,37
UBLCP1;0,00;0,85;1,00;1,57
UBN1;1,00;1,14;0,19;-1,24
UBN2;1,00;1,08;0,36;-0,54
UBOX5;0,00;0,88;0,94;1,71
UBP1;0,99;0,71;0,49;3,12
UBQLN1;1,00;0,80;0,36;2,38
UBQLN3;0,34;1,13;1,53;-0,75
UBQLN4;1,00;0,60;0,31;4,40
UBQLNL;NA;1,05;NA;0,21
UBR1;0,97;0,83;0,47;3,31
UBR2;0,97;0,78;0,47;4,13
UBR3;1,00;0,77;0,43;4,09
UBR4;1,00;0,73;0,24;8,44
UBR5;1,00;0,63;0,07;8,38
UBR7;0,29;0,90;0,61;1,36
UBTD1;0,00;0,98;1,28;0,73
UBTD2;0,10;0,93;0,82;1,04
UBTF;1,00;0,49;0,13;6,27
UBTFL1;0,02;0,70;0,98;2,07
UBXN1;0,00;1,03;0,73;0,42
UBXN10;0,01;0,95;1,43;0,94
UBXN2A;0,00;0,97;1,12;0,81
UBXN2B;0,00;1,11;0,99;-0,06
UBXN4;0,00;0,93;0,78;1,18
UBXN6;0,00;1,24;1,17;-1,40
UBXN7;1,00;0,58;0,28;4,31
UBXN8;0,00;1,07;1,46;0,21
UCHL1;1,00;0,97;0,34;0,80
UCHL3;0,00;0,93;0,94;0,96
UCHL5;0,00;0,81;0,80;1,77
UCK1;0,00;1,00;0,93;0,58
UCK2;1,00;0,72;0,42;2,38
UCKL1;0,00;1,00;1,41;0,63
UCMA;0,00;1,16;1,31;-0,15
UCN;0,01;1,29;1,80;-0,69
UCN2;0,02;1,05;1,93;0,43
UCN3;0,06;1,07;1,74;0,26
UCP1;0,00;1,07;1,24;0,09
UCP2;0,00;0,95;1,13;0,95
UCP3;0,00;0,98;1,20;0,72
UEVLD;0,00;0,95;0,99;1,02
UFC1;0,00;0,97;1,05;0,77
UFD1;1,00;0,60;0,44;3,43
UFL1;0,00;1,04;0,90;0,17
UFM1;0,62;1,09;0,85;0,41
UFSP1;0,06;1,55;1,93;-1,98
UFSP2;0,00;0,93;0,94;1,23
UGCG;1,00;0,68;0,36;2,87
UGDH;0,00;0,81;0,90;2,20
UGGT1;0,00;0,89;0,62;2,27
UGGT2;0,00;1,10;1,11;-0,75
UGP2;0,00;0,80;0,99;2,32
UGT1A1;0,00;1,04;1,04;0,19
UGT1A10;0,00;1,14;1,29;-0,70
UGT1A3;0,00;1,12;0,97;-0,54
UGT1A4;0,00;1,13;1,03;-0,59
UGT1A5;0,00;1,03;0,94;0,36
UGT1A6;0,00;1,05;0,92;0,15
UGT1A7;0,00;1,05;0,95;0,14
UGT1A8;0,00;1,10;1,08;-0,36
UGT1A9;0,00;1,05;1,00;0,11
UGT2A2;0,00;1,23;1,43;-1,47
UGT2A3;0,00;1,22;1,52;-1,38
UGT2B10;0,00;1,19;1,47;-1,05
UGT2B11;0,00;1,42;1,22;-2,97
UGT2B15;0,00;1,12;1,10;-0,43
UGT2B17;0,00;0,83;1,05;1,73
UGT2B28;0,00;1,17;1,46;-0,82
UGT2B4;0,00;1,19;1,19;-1,06
UGT2B7;0,00;1,20;1,20;-1,18
UGT3A1;0,00;1,03;1,25;0,31
UGT3A2;0,00;0,98;1,08;0,83
UGT8;1,00;0,81;0,44;2,41
UHMK1;0,26;0,93;0,62;1,14
UHRF1;1,00;0,61;0,17;5,18
UHRF1BP1;0,00;0,87;0,68;2,56
UHRF1BP1L;0,00;0,92;0,58;1,73
UHRF2;1,00;0,71;0,32;3,76
UIMC1;0,08;0,99;0,57;0,70
ULBP1;0,00;1,27;1,43;-1,01
ULBP2;0,00;1,10;1,41;0,04
ULBP3;0,00;1,04;1,31;0,35
ULK1;0,00;1,05;0,61;0,01
ULK2;0,00;0,92;0,77;1,60
ULK3;0,00;1,12;1,16;-0,33
ULK4;0,00;1,06;0,94;-0,18
UMOD;0,00;1,01;1,24;0,49
UMODL1;0,00;1,02;1,08;0,27
UMPS;0,00;0,92;0,74;1,35
UNC119;0,00;1,14;1,14;-0,23
UNC119B;0,00;1,23;1,17;-0,83
UNC13A;1,00;0,72;0,39;5,21
UNC13C;0,00;1,11;0,86;-1,36
UNC13D;0,00;1,01;0,92;0,44
UNC45A;0,00;0,99;0,89;0,75
UNC45B;0,00;1,07;0,97;-0,25
UNC50;0,00;0,85;1,01;1,52
UNC5A;1,00;0,78;0,35;3,22
UNC5B;0,00;0,98;0,69;0,92
UNC5C;0,00;0,91;0,65;1,67
UNC5CL;0,00;0,95;0,98;1,06
UNC5D;0,99;0,85;0,47;2,51
UNC80;0,00;0,81;0,48;5,01
UNC93A;0,00;1,08;1,13;-0,09
UNC93B1;0,00;1,12;1,06;-0,43
UNCX;0,17;1,46;1,11;-3,17
UNG;0,00;1,04;1,22;0,31
UNK;0,99;0,77;0,48;3,23
UNKL;0,00;1,37;1,31;-3,19
UPB1;0,00;1,01;0,98;0,55
UPF1;1,00;0,55;0,13;6,85
UPF2;1,00;0,77;0,16;3,76
UPF3A;0,00;1,13;1,20;-0,38
UPK1B;0,00;1,06;1,03;0,22
UPK2;0,00;1,05;1,75;0,32
UPK3A;0,00;1,08;1,57;0,06
UPK3B;0,00;1,04;1,24;0,34
UPK3BL1;0,58;0,17;1,24;1,54
UPP1;0,00;0,94;1,10;1,04
UPP2;0,00;1,03;1,10;0,41
UQCC1;0,00;1,07;1,14;0,19
UQCC2;0,00;0,93;1,40;0,91
UQCC3;0,00;1,34;1,81;-0,65
UQCR10;0,01;1,34;1,72;-0,48
UQCR11;0,00;1,42;1,90;-0,57
UQCRB;0,01;1,18;0,95;-0,12
UQCRC1;0,00;0,99;0,76;0,70
UQCRC2;0,00;0,94;1,12;1,08
