gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
TMEM52B;0,00;1,28;1,56;-0,31
AL589765,1;0,06;0,72;1,56;1,29
WFDC13;0,02;1,15;1,56;0,27
KLF16;0,20;0,69;1,56;1,50
UCN;0,45;1,19;1,56;0,15
HRASLS;0,00;1,16;1,56;0,08
TXNL4B;0,00;1,49;1,56;-0,79
RMDN2;0,00;1,48;1,56;-2,23
PLN;0,45;0,98;1,56;0,62
LGSN;0,00;1,21;1,56;-0,55
ZNF277;0,00;1,05;1,56;0,35
BCAS4;0,00;1,06;1,56;0,38
TNFRSF10A;0,00;1,23;1,56;-0,65
GPR132;0,02;0,85;1,56;1,40
CCDC160;0,02;1,24;1,56;-0,14
OR8G5;0,02;1,25;1,56;-0,54
TMEM25;0,00;1,06;1,56;0,31
MFNG;0,00;1,06;1,56;0,30
XKR9;0,00;1,50;1,56;-1,71
RP11-934B9,3;0,00;1,01;1,56;0,57
ARHGAP11B;0,00;1,24;1,56;-0,35
C14orf183;0,00;1,00;1,56;0,58
EMP3;0,00;0,99;1,56;0,63
C19orf81;0,00;0,97;1,56;0,69
PPP1R17;0,00;1,21;1,56;-0,02
OR10G8;0,02;1,37;1,56;-1,01
UBB;0,02;0,41;1,56;2,73
TOMM6;0,19;0,97;1,56;0,65
RPL22L1;0,00;1,37;1,56;-0,35
TRMU;0,00;1,18;1,56;-0,33
GNGT2;0,19;1,05;1,56;0,51
RNF148;0,00;1,49;1,56;-1,52
GJA9;0,00;0,94;1,56;0,94
SIGLEC11;0,00;1,24;1,56;-0,95
KRT82;0,00;1,20;1,56;-0,65
GPX6;0,00;1,03;1,56;0,47
ADH5;0,00;0,91;1,56;1,03
FAM194A;0,00;1,14;1,56;-0,27
SLFN11;0,00;1,13;1,56;-0,33
OR11H6;0,00;1,14;1,56;-0,04
AGAP6;0,00;1,27;1,56;-1,09
TPGS1;0,06;0,77;1,56;1,33
MSRB2;0,00;0,99;1,56;0,63
TSGA13;0,00;1,26;1,56;-0,47
TAS1R3;0,00;1,36;1,56;-2,38
MRPS21;0,06;1,08;1,56;0,40
NME4;0,00;1,38;1,57;-0,74
MZT2B;0,06;1,31;1,57;-0,35
TUBA3D;0,00;0,84;1,57;1,53
TRIM58;0,00;1,03;1,57;0,42
LRIT1;0,00;1,18;1,57;-0,58
TCTEX1D1;0,00;1,06;1,57;0,40
AC073343,1;0,00;1,06;1,57;0,31
TMCO2;0,00;1,06;1,57;0,41
NRSN2;0,00;1,06;1,57;0,37
KLK14;0,00;1,05;1,57;0,39
SWSAP1;0,00;1,24;1,57;-0,32
ZSCAN32;0,00;1,33;1,57;-1,24
ST8SIA6;0,00;1,23;1,57;-0,43
ZNF799;0,02;1,28;1,57;-1,14
FAM127B;0,45;1,27;1,57;0,00
STOML1;0,00;0,84;1,57;1,43
TMEM239;0,00;1,06;1,57;0,42
VNN2;0,00;1,19;1,57;-0,47
IRF7;0,00;1,24;1,57;-0,85
CD300LD;0,00;1,14;1,57;0,12
GYG2;0,00;1,11;1,57;0,08
KCNJ14;0,00;0,95;1,57;0,88
HLA-DPA1;0,00;0,87;1,57;1,12
ADAM18;0,00;1,18;1,57;-0,58
EPGN;0,00;1,18;1,57;0,06
AQP2;0,00;0,89;1,57;1,06
GRXCR2;0,00;1,37;1,57;-0,85
PBLD;0,00;1,06;1,57;0,35
NPPC;0,06;1,11;1,57;0,32
SMIM13;0,19;0,95;1,57;0,69
PLA2G5;0,00;1,10;1,57;0,27
POMK;0,00;1,03;1,57;0,47
ADAT2;0,00;0,92;1,57;0,88
ACTL7B;0,00;1,01;1,57;0,51
NKX6-3;0,02;1,26;1,57;-0,11
CLEC4D;0,00;1,20;1,57;-0,12
GOLGA8Q;0,00;1,87;1,57;-1,26
BBIP1;0,00;1,04;1,57;0,52
CD300C;0,00;1,04;1,57;0,43
EREG;0,00;1,30;1,57;-0,37
CYB5R2;0,00;1,45;1,57;-1,28
C17orf58;0,19;1,20;1,57;0,13
PROKR2;0,00;1,14;1,57;-0,12
FTSJ2;0,00;1,12;1,57;0,09
CYP11B2;0,00;1,25;1,57;-0,85
HENMT1;0,00;1,11;1,57;0,06
PCDHA4;0,00;1,17;1,57;-0,77
N6AMT2;0,00;1,09;1,57;0,25
OR5AP2;0,00;1,15;1,57;-0,05
TEX9;0,00;1,29;1,57;-0,75
RAMP3;0,02;1,01;1,57;0,56
C10orf35;0,02;1,11;1,57;0,29
HIGD2A;0,19;1,08;1,57;0,40
OR2A25;0,00;1,32;1,58;-0,75
OR52A1;0,00;1,20;1,58;-0,28
FDFT1;0,00;1,85;1,58;-3,88
C5orf60;0,00;0,95;1,58;0,78
FAM180A;0,00;1,24;1,58;-0,20
UBL5;0,02;0,68;1,58;1,24
CD164L2;0,00;1,11;1,58;0,20
TAF8;0,00;1,08;1,58;0,24
B9D2;0,00;1,20;1,58;-0,13
RASSF7;0,00;1,42;1,58;-1,57
HSPB7;0,02;1,05;1,58;0,43
RP1-139D8,6;0,06;1,21;1,58;0,09
TMEM215;0,00;0,94;1,58;0,82
CASQ1;0,00;1,12;1,58;-0,02
ASIP;0,02;1,16;1,58;0,12
CEACAM19;0,00;1,03;1,58;0,47
AKIP1;0,00;1,29;1,58;-0,43
C7orf57;0,00;1,01;1,58;0,55
OR2AG2;0,02;1,43;1,58;-1,31
PPP1R14D;0,00;1,12;1,58;0,21
ZNF544;0,00;1,20;1,58;-0,72
IQCE;0,00;1,22;1,58;-0,93
C1orf110;0,00;1,10;1,58;0,16
MLN;0,00;1,03;1,58;0,51
THUMPD1;0,00;1,03;1,58;0,48
CTC-260F20,3;0,00;1,24;1,58;-0,49
C1orf54;0,00;1,33;1,58;-0,34
SYNGR2;0,00;1,08;1,58;0,30
FAM71E1;0,00;1,15;1,58;-0,04
ZNF492;0,19;1,27;1,58;-0,79
TMEM186;0,00;1,49;1,58;-1,25
ZNHIT1;0,00;0,84;1,58;1,12
CES5A;0,00;1,11;1,58;-0,11
C3orf80;0,19;1,08;1,58;0,40
CLDN8;0,02;1,20;1,58;-0,17
S100A7L2;0,19;1,38;1,58;-0,39
MSMB;0,02;0,92;1,58;0,79
CTD-3214H19,16;0,00;0,99;1,58;0,63
AUNIP;0,00;1,07;1,58;0,30
CSRP2;0,00;1,09;1,58;0,29
SLC22A25;0,00;1,34;1,58;-1,44
RPL26L1;0,00;1,12;1,58;0,23
C12orf56;0,00;1,09;1,58;0,12
AC002310,13;0,19;1,48;1,58;-0,51
OR3A2;0,00;1,26;1,58;-0,53
LYZL6;0,00;1,10;1,58;0,30
IL15RA;0,00;1,09;1,58;0,23
AC021218,2;0,06;1,17;1,58;-0,04
AL354898,1;0,00;0,87;1,58;1,22
NXPE4;0,00;1,12;1,58;-0,11
SRRD;0,00;1,25;1,58;-0,45
DNMT3A;0,00;0,65;1,58;3,45
GABARAPL2;0,00;0,85;1,58;0,97
AL441883,1;0,06;1,29;1,58;-0,04
DPPA5;0,00;0,78;1,58;1,22
COQ4;0,00;1,05;1,58;0,36
OR2L13;0,00;1,19;1,58;-0,24
NDUFAF7;0,00;1,32;1,58;-1,05
ABHD12B;0,00;1,17;1,58;-0,17
AGR2;0,00;0,92;1,58;0,84
C2orf70;0,00;1,15;1,58;0,02
CRIPT;0,00;1,44;1,58;-0,39
CHMP4A;0,00;0,97;1,58;0,70
COX6A2;0,19;1,17;1,58;0,24
CYP2A7;0,00;1,39;1,58;-1,70
DNAJC5B;0,00;1,10;1,58;0,27
SMPD2;0,00;1,09;1,58;0,14
PRCD;0,02;1,16;1,58;0,30
C1orf105;0,00;1,08;1,58;0,35
KRT74;0,00;1,30;1,58;-1,20
TSLP;0,00;1,36;1,58;-0,49
DHRS4L2;0,00;1,69;1,58;-2,13
TOMM20L;0,00;0,93;1,58;0,79
CLDN6;0,00;1,27;1,58;-0,43
PTGER1;0,00;0,96;1,58;0,75
TATDN1;0,00;1,19;1,58;-0,18
YIF1A;0,00;1,22;1,58;-0,39
FMO3;0,00;1,13;1,58;-0,16
GNG5;0,19;1,13;1,59;0,38
TMIGD2;0,00;1,11;1,59;0,10
KLF14;0,02;1,23;1,59;-0,35
PGBD2;0,00;1,13;1,59;-0,23
GPR84;0,00;1,04;1,59;0,40
SULT1A2;0,00;1,32;1,59;-0,85
C3AR1;0,00;1,16;1,59;-0,30
WFDC3;0,00;1,05;1,59;0,41
OR2B11;0,00;1,07;1,59;0,28
SCNN1D;0,00;1,18;1,59;-0,78
LGALS12;0,00;1,13;1,59;-0,03
AKR7L;0,00;1,10;1,59;0,26
OR5B17;0,44;1,31;1,59;-0,75
TFF3;0,02;1,03;1,59;0,51
HMX2;0,00;1,16;1,59;-0,09
ASB16;0,00;1,12;1,59;-0,11
PIFO;0,00;1,04;1,59;0,46
SIAH3;0,00;1,21;1,59;-0,35
C21orf67;0,06;1,06;1,59;0,39
VIT;0,00;1,34;1,59;-1,77
AKR1C1;0,00;1,47;1,59;-1,42
FLYWCH2;0,19;1,23;1,59;-0,09
OXGR1;0,00;1,11;1,59;0,09
OR4D9;0,00;1,35;1,59;-0,93
TTC36;0,00;1,18;1,59;0,05
UTS2B;0,00;1,25;1,59;0,02
BBC3;0,00;1,15;1,59;0,15
RAB26;0,00;1,37;1,59;-0,81
WDR38;0,00;1,05;1,59;0,35
SSTR5;0,00;1,05;1,59;0,29
HIST2H2AC;0,19;0,87;1,59;0,95
INSL3;0,02;1,03;1,59;0,51
APOBEC1;0,00;0,95;1,59;0,77
OR2T35;0,19;1,29;1,59;-0,46
GBGT1;0,00;1,11;1,59;0,04
RBP5;0,00;1,07;1,59;0,40
GIPC2;0,00;1,20;1,59;-0,27
MEA1;0,00;1,21;1,59;-0,10
OR52B6;0,00;1,16;1,59;-0,13
UGT2B11;0,00;1,85;1,59;-4,13
FIBCD1;0,00;1,03;1,59;0,38
PCDHB11;0,00;1,37;1,59;-2,15
RPP21;0,00;1,10;1,59;0,29
OR6Y1;0,00;1,35;1,59;-0,97
MRPS16;0,06;1,39;1,59;-0,55
OR10W1;0,02;1,25;1,59;-0,46
MRRF;0,00;1,13;1,59;0,07
SLC18A1;0,00;1,50;1,59;-2,38
CD14;0,00;1,01;1,59;0,55
SLC36A4;0,00;1,12;1,59;-0,04
TMEM187;0,02;1,12;1,59;0,14
GLIPR2;0,00;1,09;1,59;0,31
GLOD4;0,00;1,13;1,59;0,01
C3orf70;0,00;1,17;1,59;-0,08
C4orf45;0,00;1,22;1,59;-0,09
HIST1H1E;0,19;2,00;1,59;-6,72
SEMG2;0,06;1,32;1,59;-1,26
RSPO4;0,00;1,26;1,59;-0,47
RDH16;0,00;1,15;1,59;-0,10
ZSCAN1;0,00;1,11;1,59;0,01
RHBG;0,00;1,10;1,59;0,03
RP5-850E9,3;0,44;0,90;1,59;0,75
KLK10;0,00;1,03;1,59;0,47
FAM198A;0,00;0,77;1,59;2,00
OR4K14;0,00;1,17;1,59;-0,13
SPP1;0,00;1,07;1,60;0,28
C19orf18;0,00;1,14;1,60;0,10
NTHL1;0,00;1,29;1,60;-0,80
OR4D10;0,00;1,27;1,60;-0,57
PRDX6;0,00;0,76;1,60;1,47
CLPSL2;0,19;1,08;1,60;0,42
TMEM242;0,00;1,12;1,60;0,25
SPINK9;0,02;1,16;1,60;0,26
ENTPD3;0,00;1,09;1,60;0,07
APOA5;0,00;0,95;1,60;0,86
CST3;0,00;1,41;1,60;-0,50
CALCA;0,02;1,41;1,60;-0,60
KRTAP1-5;0,00;1,33;1,60;-0,49
ZNF660;0,00;1,03;1,60;0,45
RAB20;0,00;0,97;1,60;0,70
SLC35D2;0,00;1,02;1,60;0,49
BIN3;0,00;1,21;1,60;-0,30
ZSCAN5C;0,00;1,55;1,60;-2,47
PPBP;0,06;1,60;1,60;-1,01
PLIN4;0,00;1,24;1,60;-1,68
TEX36;0,00;0,95;1,60;0,75
MAFF;0,02;0,65;1,60;1,70
ZBP1;0,00;1,18;1,60;-0,37
MAP3K7CL;0,00;0,99;1,60;0,63
GTF2H2;0,02;0,98;1,60;0,64
MUC12;0,00;1,50;1,60;-6,32
IFT43;0,00;1,24;1,60;-0,30
DARC;0,00;1,24;1,60;-0,49
CKMT1A;0,00;0,99;1,60;0,63
SS18L2;0,02;1,17;1,60;0,23
KLHDC7A;0,00;1,01;1,60;0,49
TM4SF18;0,00;1,21;1,60;-0,13
RDM1;0,00;1,07;1,60;0,30
AP3S1;0,00;0,75;1,60;1,36
ANXA8L2;0,00;1,28;1,60;-0,08
HPR;0,00;1,46;1,60;-1,52
OR1D2;0,00;1,12;1,60;0,07
RP11-20I23,1;0,00;1,00;1,60;0,62
HLA-DQA2;0,00;1,23;1,60;-0,27
OR1C1;0,06;1,22;1,60;-0,39
GTF3A;0,00;1,16;1,60;-0,14
DLEU7;0,18;0,94;1,60;0,73
OR2A42;0,06;1,01;1,60;0,56
WBP2NL;0,00;1,07;1,60;0,30
IL25;0,00;1,17;1,60;-0,01
PPIB;0,00;1,08;1,60;0,30
SMKR1;0,44;0,91;1,60;0,75
SCGB1D4;0,06;0,96;1,60;0,67
KRTAP11-1;0,00;0,96;1,60;0,73
OR4D2;0,00;1,19;1,60;-0,20
NDUFAF2;0,00;1,23;1,60;-0,07
EIF5A2;0,00;0,78;1,60;1,24
RGS16;0,00;1,05;1,60;0,43
OR6K6;0,00;1,21;1,60;-0,34
HLA-DPB1;0,00;0,80;1,60;1,40
POP5;0,00;1,02;1,60;0,53
KCNMB1;0,00;1,10;1,60;0,22
GLYCTK;0,00;1,13;1,60;-0,23
BET1;0,00;1,16;1,60;0,22
PAGE2;0,06;1,55;1,60;-0,44
MC4R;0,00;1,36;1,60;-1,01
PDZK1IP1;0,00;1,06;1,60;0,42
PILRA;0,00;1,03;1,60;0,45
RPL41;0,18;0,88;1,60;0,72
CFHR3;0,00;1,14;1,60;0,00
RP11-195F19,5;0,02;1,18;1,60;0,30
FAM96B;0,00;1,11;1,60;0,25
SPATA31D1;0,00;1,60;1,60;-5,27
GZMA;0,00;1,11;1,60;0,17
ADH1A;0,00;1,12;1,60;0,01
FAM122C;0,00;1,25;1,60;-0,05
RP11-770J1,4;0,02;0,96;1,60;0,71
CLEC19A;0,00;0,92;1,61;0,81
EMC10;0,00;1,12;1,61;0,11
TMEM88B;0,43;1,67;1,61;-0,60
FAM177B;0,00;1,06;1,61;0,42
DTWD2;0,00;1,46;1,61;-1,37
FAM83E;0,00;1,06;1,61;0,24
MS4A13;0,00;1,16;1,61;0,14
DPP7;0,00;1,29;1,61;-1,16
SPIN2B;0,06;0,59;1,61;1,73
ELMOD3;0,00;1,04;1,61;0,40
AL627309,1;0,00;1,41;1,61;-0,78
ZNF676;0,18;1,32;1,61;-1,25
CCNI2;0,00;0,86;1,61;1,19
GAGE2D;0,43;1,53;1,61;0,15
RITA1;0,00;1,03;1,61;0,45
NEU4;0,00;1,12;1,61;-0,16
OR51L1;0,00;1,16;1,61;-0,11
CLRN2;0,00;1,08;1,61;0,26
AC079612,1;0,00;1,05;1,61;0,42
RPL3L;0,00;1,23;1,61;-0,69
SMDT1;0,18;1,27;1,61;-0,10
C1orf56;0,00;1,08;1,61;0,23
PGK2;0,00;1,30;1,61;-0,92
PCDHA9;0,00;1,26;1,61;-1,55
TSPO2;0,00;1,01;1,61;0,55
CLEC18C;0,00;1,09;1,61;0,32
TBC1D7;0,00;1,10;1,61;0,14
TRIAP1;0,06;1,18;1,61;0,23
GP6;0,00;1,16;1,61;-0,42
FRG2B;0,18;1,29;1,61;-0,32
TEN1;0,02;0,95;1,61;0,74
SLPI;0,00;1,20;1,61;0,04
C1orf186;0,00;1,05;1,61;0,44
LILRA1;0,00;1,49;1,61;-2,17
C3orf79;0,06;1,26;1,61;0,05
C2orf91;0,00;1,10;1,61;0,35
SLC22A9;0,00;1,31;1,61;-1,24
ACTRT1;0,00;1,45;1,61;-1,24
KIR2DL3;0,00;1,52;1,61;-1,68
C19orf53;0,06;1,86;1,61;-1,57
C8orf76;0,00;1,13;1,61;0,00
ASB11;0,00;1,16;1,61;0,00
NIPSNAP3B;0,00;1,08;1,61;0,28
RARRES1;0,00;0,94;1,61;0,82
C13orf35;0,01;1,23;1,61;-0,04
RDH5;0,00;1,04;1,61;0,39
DUSP2;0,00;1,13;1,61;0,08
MTIF3;0,00;1,06;1,61;0,35
THEM4;0,00;1,14;1,61;0,08
REG1B;0,00;1,53;1,61;-1,04
PTGIR;0,00;1,04;1,61;0,39
FHL5;0,00;1,22;1,61;-0,31
NUBP1;0,00;1,34;1,61;-0,94
SAA1;0,01;1,22;1,61;0,02
LAMP5;0,00;1,19;1,61;-0,20
GSTT2;0,01;0,86;1,61;0,89
STAR;0,00;1,16;1,61;-0,09
TMEM154;0,00;1,46;1,61;-0,88
FOXE3;0,18;1,01;1,61;0,57
COPZ2;0,00;1,22;1,61;-0,12
TCF23;0,00;0,96;1,61;0,76
FANCL;0,00;1,40;1,61;-1,31
KRT16;0,00;1,16;1,61;-0,31
GSTO2;0,00;1,07;1,61;0,31
PPP1R3G;0,00;1,08;1,61;0,23
NBPF6;0,01;1,38;1,61;-0,38
MAGEB3;0,43;0,99;1,61;0,65
PRSS45;0,00;1,22;1,61;-0,22
AP000322,53;0,18;1,13;1,61;0,24
KDM4D;0,43;0,74;1,61;2,16
TMEM52;0,01;1,29;1,61;-0,38
PHOSPHO2;0,00;0,97;1,62;0,71
FAM173A;0,00;1,07;1,62;0,33
RPP38;0,00;1,19;1,62;-0,22
C9orf9;0,00;1,28;1,62;-0,36
GYPE;0,00;1,41;1,62;-0,22
OR51G2;0,00;1,37;1,62;-1,10
TMEM128;0,00;1,08;1,62;0,38
MRPS33;0,00;1,26;1,62;-0,04
OR5P2;0,00;1,54;1,62;-1,75
SDR39U1;0,00;1,20;1,62;-0,29
ADH7;0,00;1,24;1,62;-0,61
ZNF337;0,00;1,15;1,62;-0,45
ZNF681;0,00;1,24;1,62;-0,87
GSTM4;0,00;1,13;1,62;0,13
KIAA0125;0,00;0,87;1,62;0,96
CTD-2368P22,1;0,00;1,29;1,62;-0,77
NOL3;0,00;1,19;1,62;-0,13
ELSPBP1;0,00;1,16;1,62;0,01
DUSP28;0,18;1,57;1,62;-1,05
RP11-347C12,3;0,06;0,41;1,62;2,06
ZC2HC1B;0,00;1,04;1,62;0,47
TM4SF4;0,00;1,22;1,62;-0,18
SDR42E2;0,00;0,83;1,62;1,19
DHRS9;0,00;1,37;1,62;-1,05
HOXA9;0,00;1,16;1,62;-0,06
RABL2A;0,00;1,04;1,62;0,44
CTSE;0,00;1,17;1,62;-0,30
OR2AT4;0,00;1,14;1,62;-0,02
RP11-680G10,1;0,43;1,35;1,62;-0,01
NUDT18;0,00;1,01;1,62;0,56
ATP6V1F;0,01;0,98;1,62;0,66
ZSCAN4;0,00;1,03;1,62;0,44
NOXO1;0,00;1,28;1,62;-0,81
RWDD2A;0,00;0,88;1,62;1,07
AIF1;0,00;1,13;1,62;0,22
HSD3B2;0,00;0,99;1,62;0,66
ASB10;0,00;1,15;1,62;-0,32
CR1L;0,00;1,21;1,62;-0,67
TPBGL;0,43;1,35;1,62;0,03
PRR5-ARHGAP8;0,00;1,65;1,62;-3,86
OLAH;0,00;1,37;1,62;-0,97
SMIM17;0,01;1,09;1,62;0,37
OR5M9;0,00;1,42;1,62;-1,28
GLRX2;0,00;1,07;1,62;0,39
CTA-299D3,8;0,01;1,04;1,62;0,47
C2orf73;0,00;1,31;1,62;-0,57
UCMA;0,00;1,26;1,62;-0,20
LYRM9;0,01;1,14;1,62;0,33
CD300LB;0,00;1,00;1,62;0,59
IFNE;0,01;1,39;1,62;-0,71
ZNF551;0,06;1,13;1,62;-0,23
OR51I1;0,00;1,50;1,62;-1,63
LYPD4;0,00;1,19;1,62;-0,15
AC019171,1;0,06;0,86;1,62;1,11
RRP36;0,00;1,18;1,62;-0,08
SLC3A1;0,00;1,56;1,62;-3,14
GPT;0,00;1,26;1,62;-1,00
C1QTNF6;0,00;1,02;1,62;0,51
MYL7;0,00;1,16;1,62;0,06
AP000769,1;0,05;0,91;1,62;0,81
FOPNL;0,00;1,39;1,62;-0,59
PODNL1;0,00;1,06;1,62;0,25
FKBPL;0,00;0,82;1,62;1,42
SNX16;0,00;0,91;1,62;0,99
SNCG;0,00;1,13;1,63;0,23
GATSL2;0,43;1,18;1,63;0,44
LELP1;0,43;1,38;1,63;-0,29
LTC4S;0,00;1,27;1,63;-0,13
FUOM;0,00;1,28;1,63;-0,24
HPGDS;0,00;1,48;1,63;-1,03
OR10V1;0,00;1,20;1,63;-0,29
CYBA;0,00;1,10;1,63;0,22
RSG1;0,00;0,99;1,63;0,62
SERPINA1;0,00;1,19;1,63;-0,37
RSPH9;0,00;1,08;1,63;0,24
AC005481,5;0,43;1,14;1,63;0,20
HEATR5A;0,05;1,04;1,63;0,50
GPRC5A;0,00;1,25;1,63;-0,62
CELA3B;0,00;1,31;1,63;-0,81
ZNF440;0,01;1,18;1,63;-0,52
OR5A1;0,00;1,33;1,63;-0,80
PLCXD1;0,00;1,42;1,63;-1,53
TNFSF18;0,00;1,35;1,63;-0,56
C16orf46;0,00;1,41;1,63;-1,42
OR8G1;0,00;1,32;1,63;-0,76
OR9Q1;0,00;1,19;1,63;-0,22
SLFN12L;0,00;1,10;1,63;0,02
LAMTOR4;0,00;1,14;1,63;0,27
IL13;0,01;1,07;1,63;0,37
HTR3E;0,00;1,19;1,63;-0,51
GOLGA8F;0,05;1,33;1,63;-0,03
SMCO3;0,01;1,21;1,63;-0,17
C7orf62;0,00;1,20;1,63;-0,18
RABIF;0,01;1,25;1,63;-0,07
KCNRG;0,00;1,10;1,63;0,21
GOLGA6L1;0,00;1,63;1,63;-1,76
CDC42SE1;0,00;0,80;1,63;1,01
F2RL3;0,00;1,02;1,63;0,51
LBH;0,01;1,00;1,63;0,59
C19orf70;0,00;1,27;1,63;-0,10
ZNF100;0,00;1,25;1,63;-0,82
HCAR2;0,00;1,16;1,63;-0,20
SLC46A2;0,00;1,08;1,63;0,15
BANF2;0,01;1,08;1,63;0,42
OR8B8;0,01;1,19;1,63;-0,24
NAPSA;0,00;1,08;1,63;0,16
ACOT6;0,00;0,83;1,63;1,18
C2orf80;0,00;1,21;1,63;-0,10
NMS;0,00;1,22;1,63;-0,06
EXOG;0,00;1,04;1,63;0,41
IL22;0,00;1,13;1,63;0,18
C12orf79;0,00;1,25;1,63;0,00
SELPLG;0,18;1,13;1,63;-0,10
FCAR;0,00;1,29;1,63;-0,66
OR10G3;0,00;1,19;1,63;-0,25
TMEM140;0,05;1,15;1,63;0,07
H2AFX;0,18;0,51;1,63;2,03
HOXA4;0,00;1,24;1,63;-0,33
COX6A1P2;0,43;1,07;1,63;0,40
GP5;0,00;0,92;1,63;1,12
GRTP1;0,00;1,21;1,63;-0,44
TMEM69;0,00;1,10;1,63;0,20
SETD6;0,00;1,18;1,63;-0,39
GSTA1;0,00;1,61;1,63;-1,60
CPB1;0,00;1,05;1,63;0,34
DNASE2B;0,00;1,10;1,63;0,16
SIRPB1;0,00;1,23;1,63;-0,58
TOR3A;0,00;1,10;1,63;0,12
ZNF233;0,00;1,04;1,63;0,37
PRR22;0,01;1,11;1,63;-0,01
AP4S1;0,00;1,20;1,63;-0,01
MARCKSL1;0,01;1,24;1,63;-0,19
DAP;0,00;1,07;1,63;0,44
TM4SF20;0,00;1,27;1,63;-0,40
RAD51B;0,00;0,98;1,63;0,67
ALKBH7;0,00;1,11;1,63;0,13
LY6K;0,01;1,03;1,63;0,48
CDRT1;0,00;0,97;1,63;0,69
MPEG1;0,00;1,10;1,63;-0,05
GALNTL5;0,00;1,27;1,63;-0,79
AC027763,2;0,18;1,13;1,64;0,41
C4orf40;0,00;1,27;1,64;-0,40
S100A6;0,18;1,16;1,64;0,25
KLRC3;0,00;1,17;1,64;-0,02
DYDC2;0,00;1,06;1,64;0,41
TMEM126B;0,00;1,21;1,64;-0,18
UPK1A;0,00;1,15;1,64;-0,05
IGFBPL1;0,00;1,05;1,64;0,44
BPIFA1;0,00;1,27;1,64;-0,44
MCTP2;0,00;1,27;1,64;-1,42
AIM2;0,00;1,00;1,64;0,60
TMEM239;0,00;1,05;1,64;0,39
HAP1;0,00;1,11;1,64;-0,09
UGT2B10;0,00;1,62;1,64;-2,86
SATL1;0,00;1,15;1,64;-0,17
SBK2;0,00;1,10;1,64;0,14
CALHM2;0,00;1,14;1,64;-0,11
ENDOG;0,00;0,85;1,64;1,12
GLOD5;0,05;1,50;1,64;-0,61
NR0B2;0,00;1,08;1,64;0,25
OR13C2;0,01;1,44;1,64;-1,32
WBSCR28;0,00;1,21;1,64;-0,21
GMFG;0,00;1,14;1,64;0,18
TIMM22;0,00;1,23;1,64;-0,22
NUDT14;0,00;1,17;1,64;-0,03
ZNF98;0,00;1,22;1,64;-0,57
FAM216B;0,00;1,17;1,64;0,13
DDI1;0,00;1,10;1,64;0,07
MRPS17;0,00;1,04;1,64;0,43
H2BFM;0,01;1,65;1,64;-1,04
ERICH1;0,00;1,59;1,64;-2,66
FAM159B;0,00;1,08;1,64;0,38
RP11-211G3,3;0,00;0,81;1,64;1,09
BHMT2;0,00;0,98;1,64;0,68
PTX4;0,00;1,20;1,64;-0,61
FAM132A;0,00;1,19;1,64;-0,25
TMEM230;0,00;1,07;1,64;0,36
RPSAP58;0,00;1,25;1,64;-0,31
LY6G5B;0,00;1,19;1,64;-0,10
ASB18;0,00;0,99;1,64;0,61
C4orf22;0,00;1,31;1,64;-0,57
UBQLNL;0,00;1,22;1,64;-0,55
ZDHHC11B;0,00;1,30;1,64;-0,81
AZU1;0,00;1,10;1,64;0,13
LDHAL6A;0,00;1,07;1,64;0,27
SRSF10;0,42;1,02;1,64;0,59
JOSD2;0,00;0,93;1,64;0,83
AHSA2;0,00;1,57;1,64;-0,91
CYP4A11;0,00;1,29;1,64;-1,12
TMEM159;0,00;1,02;1,64;0,52
FABP12;0,00;1,26;1,64;-0,11
IGLL1;0,01;1,24;1,64;-0,30
MRPL44;0,00;1,11;1,64;0,08
P2RY8;0,00;0,79;1,64;1,73
MXRA7;0,00;1,25;1,64;-0,03
AMY1C;0,00;1,57;1,64;-0,50
C20orf197;0,42;1,28;1,64;-0,16
C17orf78;0,00;0,96;1,64;0,75
PCP4L1;0,05;1,27;1,64;0,08
PROK2;0,01;1,35;1,65;-0,26
PRR23D1;0,42;1,09;1,65;0,53
ENDOD1;0,00;1,11;1,65;0,01
NTS;0,00;1,28;1,65;-0,23
SEC14L3;0,00;1,06;1,65;0,26
C3orf83;0,00;1,14;1,65;0,10
AC112715,2;0,42;0,94;1,65;0,69
MAFA;0,00;1,00;1,65;0,61
CST8;0,00;1,66;1,65;-1,26
OR8B3;0,01;1,26;1,65;-0,50
CCT8L2;0,00;1,09;1,65;0,04
FABP7;0,00;0,98;1,65;0,65
OR2C1;0,00;1,25;1,65;-0,53
MRPL50;0,00;1,44;1,65;-0,73
TTC34;0,00;1,05;1,65;0,27
CCDC28A;0,00;1,17;1,65;-0,10
PLEKHS1;0,00;0,96;1,65;0,78
OR6C74;0,00;1,06;1,65;0,35
OR6J1;0,05;0,91;1,65;0,99
PRTN3;0,00;1,11;1,65;0,15
RASL11A;0,00;0,95;1,65;0,80
FAM89B;0,05;0,81;1,65;1,05
CHST4;0,00;1,06;1,65;0,26
GLYATL2;0,00;1,26;1,65;-0,47
RGS21;0,00;1,33;1,65;-0,36
RNF151;0,00;1,07;1,65;0,31
IFI6;0,01;0,75;1,65;1,32
CUTA;0,00;1,15;1,65;0,05
ZSWIM1;0,00;0,89;1,65;1,22
SH2D6;0,00;1,04;1,65;0,47
ASCL3;0,01;1,14;1,65;0,12
CDK20;0,00;1,32;1,65;-0,94
